LineId,Date,Time,Level,Process,Component,Content,EventId,EventTemplate
369,Jun,26,04:04:17,combo,su(pam_unix)[945],session,E2,session
370,Jun,26,04:04:17,combo,su(pam_unix)[945],session,E2,session
371,Jun,26,04:04:19,combo,cups,cupsd,E52,cupsd
372,Jun,26,04:04:24,combo,cups,cupsd,E52,cupsd
373,Jun,26,04:04:31,combo,logrotate,ALERT,E3,ALERT
374,Jun,26,04:10:02,combo,su(pam_unix)[1546],session,E2,session
375,Jun,26,04:10:04,combo,su(pam_unix)[1546],session,E2,session
376,Jun,27,04:02:47,combo,su(pam_unix)[7031],session,E2,session
377,Jun,27,04:02:48,combo,su(pam_unix)[7031],session,E2,session
378,Jun,27,04:02:49,combo,logrotate,ALERT,E3,ALERT
379,Jun,27,04:08:56,combo,su(pam_unix)[8269],session,E2,session
380,Jun,27,04:08:57,combo,su(pam_unix)[8269],session,E2,session
381,Jun,27,08:05:37,combo,sshd(pam_unix)[8660],authentication,E0,authentication
382,Jun,27,08:05:39,combo,sshd(pam_unix)[8664],authentication,E0,authentication
383,Jun,27,08:05:39,combo,sshd(pam_unix)[8663],authentication,E0,authentication
384,Jun,27,08:05:39,combo,sshd(pam_unix)[8662],authentication,E0,authentication
385,Jun,27,08:05:39,combo,sshd(pam_unix)[8661],authentication,E0,authentication
386,Jun,28,04:03:15,combo,su(pam_unix)[10735],session,E2,session
387,Jun,28,04:03:16,combo,su(pam_unix)[10735],session,E2,session
388,Jun,28,04:03:17,combo,logrotate,ALERT,E3,ALERT
389,Jun,28,04:09:00,combo,su(pam_unix)[11106],session,E2,session
390,Jun,28,04:09:01,combo,su(pam_unix)[11106],session,E2,session
391,Jun,28,08:10:24,combo,sshd(pam_unix)[11513],authentication,E0,authentication
392,Jun,28,08:10:24,combo,sshd(pam_unix)[11517],authentication,E0,authentication
393,Jun,28,08:10:24,combo,sshd(pam_unix)[11521],authentication,E0,authentication
394,Jun,28,08:10:24,combo,sshd(pam_unix)[11510],authentication,E0,authentication
395,Jun,28,08:10:25,combo,sshd(pam_unix)[11519],authentication,E0,authentication
396,Jun,28,08:10:26,combo,sshd(pam_unix)[11514],authentication,E0,authentication
397,Jun,28,08:10:28,combo,sshd(pam_unix)[11512],authentication,E0,authentication
398,Jun,28,08:10:29,combo,sshd(pam_unix)[11509],authentication,E0,authentication
399,Jun,28,08:10:30,combo,sshd(pam_unix)[11515],authentication,E0,authentication
400,Jun,28,20:58:46,combo,sshd(pam_unix)[12665],authentication,E0,authentication
401,Jun,28,20:58:46,combo,sshd(pam_unix)[12666],authentication,E0,authentication
402,Jun,28,20:58:47,combo,sshd(pam_unix)[12669],authentication,E0,authentication
403,Jun,28,20:58:50,combo,sshd(pam_unix)[12671],authentication,E0,authentication
404,Jun,28,20:58:52,combo,sshd(pam_unix)[12673],authentication,E0,authentication
405,Jun,28,20:58:53,combo,sshd(pam_unix)[12675],authentication,E0,authentication
406,Jun,28,20:58:53,combo,sshd(pam_unix)[12677],authentication,E0,authentication
407,Jun,28,20:58:55,combo,sshd(pam_unix)[12679],authentication,E0,authentication
408,Jun,28,20:58:55,combo,sshd(pam_unix)[12681],authentication,E0,authentication
409,Jun,28,20:58:55,combo,sshd(pam_unix)[12680],authentication,E0,authentication
410,Jun,28,21:42:46,combo,sshd(pam_unix)[12756],check,E1,check
411,Jun,28,21:42:46,combo,sshd(pam_unix)[12756],authentication,E0,authentication
412,Jun,28,21:42:46,combo,sshd(pam_unix)[12753],check,E1,check
413,Jun,28,21:42:46,combo,sshd(pam_unix)[12753],authentication,E0,authentication
414,Jun,28,21:42:46,combo,sshd(pam_unix)[12752],check,E1,check
415,Jun,28,21:42:46,combo,sshd(pam_unix)[12752],authentication,E0,authentication
416,Jun,28,21:42:46,combo,sshd(pam_unix)[12755],check,E1,check
417,Jun,28,21:42:46,combo,sshd(pam_unix)[12755],authentication,E0,authentication
418,Jun,28,21:42:46,combo,sshd(pam_unix)[12754],check,E1,check
419,Jun,28,21:42:46,combo,sshd(pam_unix)[12754],authentication,E0,authentication
420,Jun,29,03:22:22,combo,ftpd[13262],connection,E4,connection
421,Jun,29,03:22:22,combo,ftpd[13257],connection,E4,connection
422,Jun,29,03:22:22,combo,ftpd[13261],connection,E4,connection
423,Jun,29,03:22:22,combo,ftpd[13250],connection,E4,connection
424,Jun,29,03:22:22,combo,ftpd[13252],connection,E4,connection
425,Jun,29,03:22:22,combo,ftpd[13260],connection,E4,connection
426,Jun,29,03:22:22,combo,ftpd[13259],connection,E4,connection
427,Jun,29,03:22:22,combo,ftpd[13256],connection,E4,connection
428,Jun,29,03:22:22,combo,ftpd[13258],connection,E4,connection
429,Jun,29,03:22:22,combo,ftpd[13255],connection,E4,connection
430,Jun,29,03:22:22,combo,ftpd[13254],connection,E4,connection
431,Jun,29,03:22:22,combo,ftpd[13264],connection,E4,connection
432,Jun,29,03:22:22,combo,ftpd[13251],connection,E4,connection
433,Jun,29,03:22:22,combo,ftpd[13263],connection,E4,connection
434,Jun,29,03:22:22,combo,ftpd[13245],connection,E4,connection
435,Jun,29,03:22:22,combo,ftpd[13246],connection,E4,connection
436,Jun,29,03:22:22,combo,ftpd[13244],connection,E4,connection
437,Jun,29,03:22:22,combo,ftpd[13243],connection,E4,connection
438,Jun,29,03:22:22,combo,ftpd[13249],connection,E4,connection
439,Jun,29,03:22:22,combo,ftpd[13253],connection,E4,connection
440,Jun,29,03:22:22,combo,ftpd[13247],connection,E4,connection
441,Jun,29,03:22:22,combo,ftpd[13248],connection,E4,connection
442,Jun,29,03:22:23,combo,ftpd[13265],connection,E4,connection
443,Jun,29,04:03:10,combo,su(pam_unix)[13665],session,E2,session
444,Jun,29,04:03:11,combo,su(pam_unix)[13665],session,E2,session
445,Jun,29,04:03:12,combo,logrotate,ALERT,E3,ALERT
446,Jun,29,04:09:29,combo,su(pam_unix)[14891],session,E2,session
447,Jun,29,04:09:30,combo,su(pam_unix)[14891],session,E2,session
448,Jun,29,10:08:19,combo,sshd(pam_unix)[15481],authentication,E0,authentication
449,Jun,29,10:08:19,combo,sshd(pam_unix)[15477],authentication,E0,authentication
450,Jun,29,10:08:19,combo,sshd(pam_unix)[15479],authentication,E0,authentication
451,Jun,29,10:08:19,combo,sshd(pam_unix)[15478],authentication,E0,authentication
452,Jun,29,10:08:19,combo,sshd(pam_unix)[15480],authentication,E0,authentication
453,Jun,29,10:08:19,combo,sshd(pam_unix)[15476],authentication,E0,authentication
454,Jun,29,10:08:19,combo,sshd(pam_unix)[15488],authentication,E0,authentication
455,Jun,29,10:08:20,combo,sshd(pam_unix)[15490],authentication,E0,authentication
456,Jun,29,10:08:20,combo,sshd(pam_unix)[15491],authentication,E0,authentication
457,Jun,29,10:08:20,combo,sshd(pam_unix)[15492],authentication,E0,authentication
458,Jun,29,10:48:01,combo,ftpd[15547],connection,E4,connection
459,Jun,29,10:48:01,combo,ftpd[15543],connection,E4,connection
460,Jun,29,10:48:01,combo,ftpd[15546],connection,E4,connection
461,Jun,29,10:48:01,combo,ftpd[15542],connection,E4,connection
462,Jun,29,10:48:01,combo,ftpd[15544],connection,E4,connection
463,Jun,29,10:48:01,combo,ftpd[15545],connection,E4,connection
464,Jun,29,10:48:05,combo,ftpd[15548],connection,E4,connection
465,Jun,29,10:48:06,combo,ftpd[15549],connection,E4,connection
466,Jun,29,10:48:06,combo,ftpd[15550],connection,E4,connection
467,Jun,29,10:48:06,combo,ftpd[15551],connection,E4,connection
468,Jun,29,10:48:08,combo,ftpd[15552],connection,E4,connection
469,Jun,29,10:48:08,combo,ftpd[15553],connection,E4,connection
470,Jun,29,10:48:08,combo,ftpd[15554],connection,E4,connection
471,Jun,29,10:48:10,combo,ftpd[15555],connection,E4,connection
472,Jun,29,10:48:12,combo,ftpd[15556],connection,E4,connection
473,Jun,29,10:48:12,combo,ftpd[15557],connection,E4,connection
474,Jun,29,10:48:13,combo,ftpd[15558],connection,E4,connection
475,Jun,29,10:48:15,combo,ftpd[15559],connection,E4,connection
476,Jun,29,10:48:17,combo,ftpd[15560],connection,E4,connection
477,Jun,29,10:48:17,combo,ftpd[15561],connection,E4,connection
478,Jun,29,10:48:18,combo,ftpd[15562],connection,E4,connection
479,Jun,29,10:48:20,combo,ftpd[15563],connection,E4,connection
480,Jun,29,10:48:21,combo,ftpd[15564],connection,E4,connection
481,Jun,29,12:11:53,combo,sshd(pam_unix)[15692],authentication,E0,authentication
482,Jun,29,12:11:55,combo,sshd(pam_unix)[15694],authentication,E0,authentication
483,Jun,29,12:11:57,combo,sshd(pam_unix)[15696],authentication,E0,authentication
484,Jun,29,12:11:59,combo,sshd(pam_unix)[15698],authentication,E0,authentication
485,Jun,29,12:11:59,combo,sshd(pam_unix)[15700],authentication,E0,authentication
486,Jun,29,12:12:01,combo,sshd(pam_unix)[15702],authentication,E0,authentication
487,Jun,29,12:12:02,combo,sshd(pam_unix)[15704],authentication,E0,authentication
488,Jun,29,12:12:03,combo,sshd(pam_unix)[15706],authentication,E0,authentication
489,Jun,29,12:12:03,combo,sshd(pam_unix)[15708],authentication,E0,authentication
490,Jun,29,12:12:05,combo,sshd(pam_unix)[15710],authentication,E0,authentication
491,Jun,29,12:12:05,combo,sshd(pam_unix)[15712],authentication,E0,authentication
492,Jun,29,12:12:06,combo,sshd(pam_unix)[15714],authentication,E0,authentication
493,Jun,29,12:12:10,combo,sshd(pam_unix)[15716],authentication,E0,authentication
494,Jun,29,14:44:35,combo,ftpd[15917],connection,E4,connection
495,Jun,29,14:44:35,combo,ftpd[15922],connection,E4,connection
496,Jun,29,14:44:35,combo,ftpd[15918],connection,E4,connection
497,Jun,29,14:44:35,combo,ftpd[15919],connection,E4,connection
498,Jun,29,14:44:35,combo,ftpd[15923],connection,E4,connection
499,Jun,29,14:44:35,combo,ftpd[15920],connection,E4,connection
500,Jun,29,14:44:35,combo,ftpd[15921],connection,E4,connection
501,Jun,30,04:03:41,combo,su(pam_unix)[17407],session,E2,session
502,Jun,30,04:03:42,combo,su(pam_unix)[17407],session,E2,session
503,Jun,30,04:03:43,combo,logrotate,ALERT,E3,ALERT
504,Jun,30,04:09:30,combo,su(pam_unix)[17778],session,E2,session
505,Jun,30,04:09:31,combo,su(pam_unix)[17778],session,E2,session
506,Jun,30,12:48:38,combo,sshd(pam_unix)[18559],check,E1,check
507,Jun,30,12:48:38,combo,sshd(pam_unix)[18559],authentication,E0,authentication
508,Jun,30,12:48:41,combo,sshd(pam_unix)[18557],check,E1,check
509,Jun,30,12:48:41,combo,sshd(pam_unix)[18557],authentication,E0,authentication
510,Jun,30,12:48:41,combo,sshd(pam_unix)[18550],check,E1,check
511,Jun,30,12:48:41,combo,sshd(pam_unix)[18550],authentication,E0,authentication
512,Jun,30,12:48:41,combo,sshd(pam_unix)[18547],check,E1,check
513,Jun,30,12:48:41,combo,sshd(pam_unix)[18547],authentication,E0,authentication
514,Jun,30,12:48:41,combo,sshd(pam_unix)[18549],check,E1,check
515,Jun,30,12:48:41,combo,sshd(pam_unix)[18549],authentication,E0,authentication
516,Jun,30,12:48:41,combo,sshd(pam_unix)[18545],check,E1,check
517,Jun,30,12:48:41,combo,sshd(pam_unix)[18545],authentication,E0,authentication
518,Jun,30,12:48:41,combo,sshd(pam_unix)[18548],check,E1,check
519,Jun,30,12:48:41,combo,sshd(pam_unix)[18548],authentication,E0,authentication
520,Jun,30,12:48:41,combo,sshd(pam_unix)[18546],check,E1,check
521,Jun,30,12:48:41,combo,sshd(pam_unix)[18546],authentication,E0,authentication
522,Jun,30,19:03:00,combo,sshd(pam_unix)[19088],authentication,E0,authentication
523,Jun,30,19:03:00,combo,sshd(pam_unix)[19094],authentication,E0,authentication
524,Jun,30,19:03:00,combo,sshd(pam_unix)[19087],authentication,E0,authentication
525,Jun,30,19:03:01,combo,sshd(pam_unix)[19093],authentication,E0,authentication
526,Jun,30,19:03:01,combo,sshd(pam_unix)[19085],authentication,E0,authentication
527,Jun,30,19:03:03,combo,sshd(pam_unix)[19091],authentication,E0,authentication
528,Jun,30,19:03:04,combo,sshd(pam_unix)[19099],authentication,E0,authentication
529,Jun,30,19:03:04,combo,sshd(pam_unix)[19101],authentication,E0,authentication
530,Jun,30,19:03:05,combo,sshd(pam_unix)[19103],authentication,E0,authentication
531,Jun,30,19:03:07,combo,sshd(pam_unix)[19097],authentication,E0,authentication
532,Jun,30,20:16:17,combo,sshd(pam_unix)[19202],authentication,E0,authentication
533,Jun,30,20:16:17,combo,sshd(pam_unix)[19203],authentication,E0,authentication
534,Jun,30,20:16:26,combo,sshd(pam_unix)[19209],authentication,E0,authentication
535,Jun,30,20:16:26,combo,sshd(pam_unix)[19208],authentication,E0,authentication
536,Jun,30,20:16:30,combo,sshd(pam_unix)[19222],authentication,E0,authentication
537,Jun,30,20:53:04,combo,klogind[19272],Authentication,E53,Authentication
538,Jun,30,20:53:04,combo,klogind[19272],Kerberos,E54,Kerberos
539,Jun,30,20:53:04,combo,klogind[19287],Authentication,E53,Authentication
540,Jun,30,20:53:04,combo,klogind[19287],Kerberos,E54,Kerberos
541,Jun,30,20:53:04,combo,klogind[19286],Authentication,E53,Authentication
542,Jun,30,20:53:04,combo,klogind[19286],Kerberos,E54,Kerberos
543,Jun,30,20:53:04,combo,klogind[19271],Authentication,E53,Authentication
544,Jun,30,20:53:04,combo,klogind[19271],Kerberos,E54,Kerberos
545,Jun,30,20:53:04,combo,klogind[19270],Authentication,E53,Authentication
546,Jun,30,20:53:04,combo,klogind[19270],Kerberos,E54,Kerberos
547,Jun,30,20:53:04,combo,klogind[19269],Authentication,E53,Authentication
548,Jun,30,20:53:04,combo,klogind[19269],Kerberos,E54,Kerberos
549,Jun,30,20:53:04,combo,klogind[19268],Authentication,E53,Authentication
550,Jun,30,20:53:04,combo,klogind[19288],Authentication,E53,Authentication
551,Jun,30,20:53:04,combo,klogind[19274],Authentication,E53,Authentication
552,Jun,30,20:53:04,combo,klogind[19268],Kerberos,E54,Kerberos
553,Jun,30,20:53:04,combo,klogind[19288],Kerberos,E54,Kerberos
554,Jun,30,20:53:04,combo,klogind[19274],Kerberos,E54,Kerberos
555,Jun,30,20:53:06,combo,klogind[19266],Authentication,E53,Authentication
556,Jun,30,20:53:06,combo,klogind[19266],Kerberos,E54,Kerberos
557,Jun,30,20:53:06,combo,klogind[19267],Authentication,E53,Authentication
558,Jun,30,20:53:06,combo,klogind[19267],Kerberos,E54,Kerberos
559,Jun,30,20:53:06,combo,klogind[19278],Authentication,E53,Authentication
560,Jun,30,20:53:06,combo,klogind[19278],Kerberos,E54,Kerberos
561,Jun,30,20:53:06,combo,klogind[19273],Authentication,E53,Authentication
562,Jun,30,20:53:06,combo,klogind[19273],Kerberos,E54,Kerberos
563,Jun,30,20:53:06,combo,klogind[19276],Authentication,E53,Authentication
564,Jun,30,20:53:06,combo,klogind[19276],Kerberos,E54,Kerberos
565,Jun,30,20:53:06,combo,klogind[19275],Authentication,E53,Authentication
566,Jun,30,20:53:06,combo,klogind[19275],Kerberos,E54,Kerberos
567,Jun,30,20:53:06,combo,klogind[19277],Authentication,E53,Authentication
568,Jun,30,20:53:06,combo,klogind[19277],Kerberos,E54,Kerberos
569,Jun,30,20:53:06,combo,klogind[19279],Authentication,E53,Authentication
570,Jun,30,20:53:06,combo,klogind[19279],Kerberos,E54,Kerberos
571,Jun,30,20:53:06,combo,klogind[19280],Authentication,E53,Authentication
572,Jun,30,20:53:06,combo,klogind[19281],Authentication,E53,Authentication
573,Jun,30,20:53:06,combo,klogind[19282],Authentication,E53,Authentication
574,Jun,30,20:53:06,combo,klogind[19280],Kerberos,E54,Kerberos
575,Jun,30,20:53:06,combo,klogind[19283],Authentication,E53,Authentication
576,Jun,30,20:53:06,combo,klogind[19281],Kerberos,E54,Kerberos
577,Jun,30,20:53:06,combo,klogind[19285],Authentication,E53,Authentication
578,Jun,30,20:53:06,combo,klogind[19284],Authentication,E53,Authentication
579,Jun,30,20:53:06,combo,klogind[19282],Kerberos,E54,Kerberos
580,Jun,30,20:53:06,combo,klogind[19283],Kerberos,E54,Kerberos
581,Jun,30,20:53:06,combo,klogind[19285],Kerberos,E54,Kerberos
582,Jun,30,20:53:06,combo,klogind[19284],Kerberos,E54,Kerberos
583,Jun,30,22:16:32,combo,sshd(pam_unix)[19432],session,E2,session
584,Jun,30,22:16:32,combo,sshd(pam_unix)[19431],session,E2,session
585,Jun,30,22:16:32,combo,sshd(pam_unix)[19433],session,E2,session
586,Jun,30,22:16:32,combo,sshd(pam_unix)[19434],session,E2,session
587,Jun,30,22:16:32,combo,sshd(pam_unix)[19435],session,E2,session
588,Jun,30,22:16:32,combo,sshd(pam_unix)[19436],session,E2,session
589,Jun,30,22:16:32,combo,sshd(pam_unix)[19438],session,E2,session
590,Jun,30,22:16:32,combo,sshd(pam_unix)[19437],session,E2,session
591,Jun,30,22:16:32,combo,sshd(pam_unix)[19432],session,E2,session
592,Jun,30,22:16:32,combo,sshd(pam_unix)[19431],session,E2,session
593,Jun,30,22:16:32,combo,sshd(pam_unix)[19439],session,E2,session
594,Jun,30,22:16:32,combo,sshd(pam_unix)[19440],session,E2,session
595,Jun,30,22:16:32,combo,sshd(pam_unix)[19434],session,E2,session
596,Jun,30,22:16:32,combo,sshd(pam_unix)[19435],session,E2,session
597,Jun,30,22:16:33,combo,sshd(pam_unix)[19433],session,E2,session
598,Jun,30,22:16:33,combo,sshd(pam_unix)[19436],session,E2,session
599,Jun,30,22:16:33,combo,sshd(pam_unix)[19437],session,E2,session
600,Jun,30,22:16:33,combo,sshd(pam_unix)[19438],session,E2,session
601,Jun,30,22:16:33,combo,sshd(pam_unix)[19439],session,E2,session
602,Jun,30,22:16:33,combo,sshd(pam_unix)[19440],session,E2,session
603,Jul,1,00:21:28,combo,sshd(pam_unix)[19630],authentication,E0,authentication
604,Jul,1,00:21:28,combo,sshd(pam_unix)[19628],authentication,E0,authentication
605,Jul,1,00:21:30,combo,sshd(pam_unix)[19640],authentication,E0,authentication
606,Jul,1,00:21:30,combo,sshd(pam_unix)[19642],authentication,E0,authentication
607,Jul,1,00:21:30,combo,sshd(pam_unix)[19632],authentication,E0,authentication
608,Jul,1,00:21:31,combo,sshd(pam_unix)[19643],authentication,E0,authentication
609,Jul,1,00:21:31,combo,sshd(pam_unix)[19631],authentication,E0,authentication
610,Jul,1,00:21:32,combo,sshd(pam_unix)[19636],authentication,E0,authentication
611,Jul,1,00:21:32,combo,sshd(pam_unix)[19645],authentication,E0,authentication
612,Jul,1,00:21:35,combo,sshd(pam_unix)[19637],authentication,E0,authentication
613,Jul,1,04:05:17,combo,su(pam_unix)[20298],session,E2,session
614,Jul,1,04:05:18,combo,su(pam_unix)[20298],session,E2,session
615,Jul,1,04:05:19,combo,logrotate,ALERT,E3,ALERT
616,Jul,1,04:11:35,combo,su(pam_unix)[21530],session,E2,session
617,Jul,1,04:11:36,combo,su(pam_unix)[21530],session,E2,session
618,Jul,1,05:02:26,combo,sshd(pam_unix)[21689],session,E2,session
619,Jul,1,05:02:26,combo,sshd(pam_unix)[21689],session,E2,session
620,Jul,1,05:02:26,combo,sshd(pam_unix)[21691],session,E2,session
621,Jul,1,05:02:26,combo,sshd(pam_unix)[21691],session,E2,session
622,Jul,1,05:02:26,combo,sshd(pam_unix)[21692],session,E2,session
623,Jul,1,05:02:26,combo,sshd(pam_unix)[21692],session,E2,session
624,Jul,1,05:02:27,combo,sshd(pam_unix)[21693],session,E2,session
625,Jul,1,05:02:27,combo,sshd(pam_unix)[21693],session,E2,session
626,Jul,1,07:57:30,combo,ftpd[21952],connection,E4,connection
627,Jul,1,07:57:30,combo,ftpd[21951],connection,E4,connection
628,Jul,1,07:57:30,combo,ftpd[21957],connection,E4,connection
629,Jul,1,07:57:30,combo,ftpd[21953],connection,E4,connection
630,Jul,1,07:57:30,combo,ftpd[21954],connection,E4,connection
631,Jul,1,07:57:30,combo,ftpd[21955],connection,E4,connection
632,Jul,1,07:57:30,combo,ftpd[21950],connection,E4,connection
633,Jul,1,07:57:30,combo,ftpd[21956],connection,E4,connection
634,Jul,1,07:57:30,combo,ftpd[21958],connection,E4,connection
635,Jul,1,07:57:30,combo,ftpd[21945],connection,E4,connection
636,Jul,1,07:57:30,combo,ftpd[21959],connection,E4,connection
637,Jul,1,07:57:30,combo,ftpd[21940],connection,E4,connection
638,Jul,1,07:57:30,combo,ftpd[21941],connection,E4,connection
639,Jul,1,07:57:30,combo,ftpd[21946],connection,E4,connection
640,Jul,1,07:57:30,combo,ftpd[21937],connection,E4,connection
641,Jul,1,07:57:30,combo,ftpd[21943],connection,E4,connection
642,Jul,1,07:57:30,combo,ftpd[21944],connection,E4,connection
643,Jul,1,07:57:30,combo,ftpd[21948],connection,E4,connection
644,Jul,1,07:57:30,combo,ftpd[21947],connection,E4,connection
645,Jul,1,07:57:30,combo,ftpd[21942],connection,E4,connection
646,Jul,1,07:57:30,combo,ftpd[21938],connection,E4,connection
647,Jul,1,07:57:30,combo,ftpd[21949],connection,E4,connection
648,Jul,1,07:57:30,combo,ftpd[21939],connection,E4,connection
649,Jul,1,09:14:43,combo,sshd(pam_unix)[22099],session,E2,session
650,Jul,1,09:14:43,combo,sshd(pam_unix)[22104],session,E2,session
651,Jul,1,09:14:43,combo,sshd(pam_unix)[22104],session,E2,session
652,Jul,1,09:14:43,combo,sshd(pam_unix)[22106],session,E2,session
653,Jul,1,09:14:44,combo,sshd(pam_unix)[22099],session,E2,session
654,Jul,1,09:14:44,combo,sshd(pam_unix)[22112],session,E2,session
655,Jul,1,09:14:44,combo,sshd(pam_unix)[22106],session,E2,session
656,Jul,1,09:14:44,combo,sshd(pam_unix)[22112],session,E2,session
657,Jul,1,10:56:41,combo,sshd(pam_unix)[22272],authentication,E0,authentication
658,Jul,1,10:56:41,combo,sshd(pam_unix)[22269],authentication,E0,authentication
659,Jul,1,10:56:41,combo,sshd(pam_unix)[22277],authentication,E0,authentication
660,Jul,1,10:56:42,combo,sshd(pam_unix)[22271],authentication,E0,authentication
661,Jul,1,10:56:42,combo,sshd(pam_unix)[22273],authentication,E0,authentication
662,Jul,1,10:56:42,combo,sshd(pam_unix)[22270],authentication,E0,authentication
663,Jul,1,10:56:43,combo,sshd(pam_unix)[22268],authentication,E0,authentication
664,Jul,1,10:56:43,combo,sshd(pam_unix)[22274],authentication,E0,authentication
665,Jul,1,10:56:44,combo,sshd(pam_unix)[22276],authentication,E0,authentication
666,Jul,1,10:56:44,combo,sshd(pam_unix)[22275],authentication,E0,authentication
667,Jul,2,01:41:32,combo,sshd(pam_unix)[23533],session,E2,session
668,Jul,2,01:41:32,combo,sshd(pam_unix)[23534],session,E2,session
669,Jul,2,01:41:32,combo,sshd(pam_unix)[23535],session,E2,session
670,Jul,2,01:41:32,combo,sshd(pam_unix)[23536],session,E2,session
671,Jul,2,01:41:32,combo,sshd(pam_unix)[23533],session,E2,session
672,Jul,2,01:41:32,combo,sshd(pam_unix)[23534],session,E2,session
673,Jul,2,01:41:32,combo,sshd(pam_unix)[23535],session,E2,session
674,Jul,2,01:41:32,combo,sshd(pam_unix)[23536],session,E2,session
675,Jul,2,01:41:33,combo,sshd(pam_unix)[23544],session,E2,session
676,Jul,2,01:41:33,combo,sshd(pam_unix)[23544],session,E2,session
677,Jul,2,01:41:33,combo,sshd(pam_unix)[23545],session,E2,session
678,Jul,2,01:41:33,combo,sshd(pam_unix)[23546],session,E2,session
679,Jul,2,01:41:33,combo,sshd(pam_unix)[23547],session,E2,session
680,Jul,2,01:41:33,combo,sshd(pam_unix)[23545],session,E2,session
681,Jul,2,01:41:33,combo,sshd(pam_unix)[23546],session,E2,session
682,Jul,2,01:41:33,combo,sshd(pam_unix)[23547],session,E2,session
683,Jul,2,04:04:02,combo,su(pam_unix)[24117],session,E2,session
684,Jul,2,04:04:02,combo,su(pam_unix)[24117],session,E2,session
685,Jul,2,04:04:03,combo,logrotate,ALERT,E3,ALERT
686,Jul,2,04:09:53,combo,su(pam_unix)[24511],session,E2,session
687,Jul,2,04:09:54,combo,su(pam_unix)[24511],session,E2,session
688,Jul,2,04:15:33,combo,sshd(pam_unix)[24588],check,E1,check
689,Jul,2,04:15:33,combo,sshd(pam_unix)[24588],authentication,E0,authentication
690,Jul,2,04:15:33,combo,sshd(pam_unix)[24587],check,E1,check
691,Jul,2,04:15:33,combo,sshd(pam_unix)[24587],authentication,E0,authentication
692,Jul,2,04:15:33,combo,sshd(pam_unix)[24590],check,E1,check
693,Jul,2,04:15:33,combo,sshd(pam_unix)[24590],authentication,E0,authentication
694,Jul,2,04:15:43,combo,sshd(pam_unix)[24573],check,E1,check
695,Jul,2,04:15:43,combo,sshd(pam_unix)[24573],authentication,E0,authentication
696,Jul,2,04:15:43,combo,sshd(pam_unix)[24574],check,E1,check
697,Jul,2,04:15:43,combo,sshd(pam_unix)[24574],authentication,E0,authentication
698,Jul,2,04:15:43,combo,sshd(pam_unix)[24576],check,E1,check
699,Jul,2,04:15:43,combo,sshd(pam_unix)[24576],authentication,E0,authentication
700,Jul,2,04:15:43,combo,sshd(pam_unix)[24578],check,E1,check
701,Jul,2,04:15:43,combo,sshd(pam_unix)[24578],authentication,E0,authentication
702,Jul,2,04:15:43,combo,sshd(pam_unix)[24579],check,E1,check
703,Jul,2,04:15:43,combo,sshd(pam_unix)[24579],authentication,E0,authentication
704,Jul,2,04:15:43,combo,sshd(pam_unix)[24581],check,E1,check
705,Jul,2,04:15:43,combo,sshd(pam_unix)[24581],authentication,E0,authentication
706,Jul,2,04:15:43,combo,sshd(pam_unix)[24583],check,E1,check
707,Jul,2,04:15:43,combo,sshd(pam_unix)[24583],authentication,E0,authentication
708,Jul,3,04:07:47,combo,su(pam_unix)[26964],session,E2,session
709,Jul,3,04:07:48,combo,su(pam_unix)[26964],session,E2,session
710,Jul,3,04:07:49,combo,cups,cupsd,E52,cupsd
711,Jul,3,04:07:55,combo,cups,cupsd,E52,cupsd
712,Jul,3,04:08:03,combo,logrotate,ALERT,E3,ALERT
713,Jul,3,04:14:00,combo,su(pam_unix)[28416],session,E2,session
714,Jul,3,04:14:01,combo,su(pam_unix)[28416],session,E2,session
715,Jul,3,10:05:25,combo,ftpd[32069],connection,E4,connection
716,Jul,3,10:05:25,combo,ftpd[32067],connection,E4,connection
717,Jul,3,10:05:25,combo,ftpd[32070],connection,E4,connection
718,Jul,3,10:05:25,combo,ftpd[32053],connection,E4,connection
719,Jul,3,10:05:25,combo,ftpd[32066],connection,E4,connection
720,Jul,3,10:05:25,combo,ftpd[32068],connection,E4,connection
721,Jul,3,10:05:25,combo,ftpd[32065],connection,E4,connection
722,Jul,3,10:05:25,combo,ftpd[32062],connection,E4,connection
723,Jul,3,10:05:25,combo,ftpd[32063],connection,E4,connection
724,Jul,3,10:05:25,combo,ftpd[32059],connection,E4,connection
725,Jul,3,10:05:25,combo,ftpd[32060],connection,E4,connection
726,Jul,3,10:05:25,combo,ftpd[32071],connection,E4,connection
727,Jul,3,10:05:25,combo,ftpd[32051],connection,E4,connection
728,Jul,3,10:05:25,combo,ftpd[32057],connection,E4,connection
729,Jul,3,10:05:25,combo,ftpd[32050],connection,E4,connection
730,Jul,3,10:05:25,combo,ftpd[32056],connection,E4,connection
731,Jul,3,10:05:25,combo,ftpd[32058],connection,E4,connection
732,Jul,3,10:05:25,combo,ftpd[32052],connection,E4,connection
733,Jul,3,10:05:25,combo,ftpd[32061],connection,E4,connection
734,Jul,3,10:05:25,combo,ftpd[32055],connection,E4,connection
735,Jul,3,10:05:25,combo,ftpd[32064],connection,E4,connection
736,Jul,3,10:05:25,combo,ftpd[32054],connection,E4,connection
737,Jul,3,10:05:25,combo,ftpd[32049],connection,E4,connection
